hours,block,wl,die,vt
0,8,38,0,30
0,8,38,1,30
0,8,38,2,30
0,8,38,3,30
0,8,38,4,30
0,8,38,5,30
0,8,38,6,30
0,8,38,7,30
0,8,38,8,30
0,8,38,9,30
0,8,38,10,30
0,8,38,11,30
0,8,38,12,30
0,8,38,13,30
0,8,38,14,30
0,8,38,15,30
0,8,38,16,30
0,8,38,17,30
0,8,38,18,30
0,8,38,19,30
0,8,38,20,30
0,8,38,21,30
0,8,38,22,30
0,8,38,23,30
0,8,38,24,30
0,8,38,25,30
0,8,38,26,30
0,8,38,27,30
0,8,38,28,30
0,8,38,29,30
0,8,38,30,30
0,8,38,31,30
0,8,38,32,30
0,8,38,33,30
0,8,38,34,30
0,8,38,35,30
0,8,38,36,30
0,8,38,37,30
0,8,38,38,30
0,8,38,39,30
0,8,38,40,30
0,8,38,41,30
0,8,38,42,30
0,8,38,43,30
0,8,38,44,30
0,8,38,45,30
0,8,38,46,30
0,8,38,47,30
0,8,38,48,30
0,8,38,49,30
0,8,38,50,30
0,8,38,51,30
0,8,38,52,30
0,8,38,53,30
0,8,38,54,30
0,8,38,55,30
0,8,38,56,30
0,8,38,57,30
0,8,38,58,30
0,8,38,59,30
0,8,38,60,30
0,8,38,61,30
0,8,38,62,30
0,8,38,63,30
0,8,38,64,30
0,8,38,65,30
0,8,38,66,30
0,8,38,67,30
0,8,38,68,30
0,8,38,69,30
0,8,38,70,30
0,8,38,71,30
0,8,38,72,30
0,8,38,73,30
0,8,38,74,30
0,8,38,75,30
0,8,38,76,30
0,8,38,77,30
0,8,38,78,30
0,8,38,79,30
0,8,38,80,30
0,8,38,81,30
0,8,38,82,30
0,8,38,83,30
0,8,38,84,30
0,8,38,85,30
0,8,38,86,30
0,8,38,87,30
0,8,38,88,30
0,8,38,89,30
0,8,38,90,30
0,8,38,91,30
0,8,38,92,30
0,8,38,93,30
0,8,38,94,30
0,8,38,95,30
0,8,38,96,30
0,8,38,97,30
0,8,38,98,30
0,8,38,99,30
0,8,38,100,30
0,8,38,101,30
0,8,38,102,30
0,8,38,103,30
0,8,38,104,30
0,8,38,105,30
0,8,38,106,30
0,8,38,107,30
0,8,38,108,30
0,8,38,109,30
0,8,38,110,30
0,8,38,111,30
0,8,38,112,30
0,8,38,113,30
0,8,38,114,30
0,8,38,115,30
0,8,38,116,30
0,8,38,117,30
0,8,38,118,30
0,8,38,119,30
0,8,38,120,30
0,8,38,121,30
0,8,38,122,30
0,8,38,123,30
0,8,38,124,30
0,8,38,125,30
0,8,38,126,30
0,8,38,127,30
0,58,10,33,16
0,58,10,45,16
0,58,10,59,16
0,58,10,64,16
0,58,10,76,16
0,58,10,91,16
0,58,10,102,16
0,58,10,122,16
0,58,10,123,16
0,58,10,124,16
0,58,16,112,16
0,58,25,112,16
0,58,28,17,16
0,58,28,64,16
0,58,28,97,16
0,58,30,64,16
0,58,30,71,17
0,58,31,12,16
0,58,31,16,16
0,58,31,17,16
0,58,31,22,16
0,58,31,23,16
0,58,31,27,16
0,58,31,32,16
0,58,31,33,16
0,58,31,39,16
0,58,31,44,16
0,58,31,45,16
0,58,31,49,16
0,58,31,53,16
0,58,31,54,16
0,58,31,55,16
0,58,31,58,16
0,58,31,59,16
0,58,31,61,16
0,58,31,63,16
0,58,31,64,16
0,58,31,76,16
0,58,31,77,16
0,58,31,86,16
0,58,31,90,16
0,58,31,91,16
0,58,31,92,16
0,58,31,93,16
0,58,31,96,16
0,58,31,97,16
0,58,31,100,16
0,58,31,102,16
0,58,31,103,16
0,58,31,123,16
0,58,31,124,16
0,59,10,12,16
0,59,10,33,16
0,59,10,45,16
0,59,10,59,16
0,59,10,71,16
0,59,10,76,16
0,59,10,102,16
0,59,10,108,16
0,59,10,124,16
0,59,25,121,16
0,59,30,23,16
0,59,30,59,17
0,59,30,64,16
0,59,30,71,17
0,59,31,10,16
0,59,31,12,17
0,59,31,13,16
0,59,31,16,16
0,59,31,17,16
0,59,31,22,16
0,59,31,32,16
0,59,31,33,16
0,59,31,44,16
0,59,31,45,16
0,59,31,48,16
0,59,31,49,16
0,59,31,53,16
0,59,31,54,17
0,59,31,55,16
0,59,31,58,16
0,59,31,59,16
0,59,31,61,17
0,59,31,64,16
0,59,31,65,17
0,59,31,71,16
0,59,31,76,17
0,59,31,86,16
0,59,31,91,16
0,59,31,92,16
0,59,31,93,16
0,59,31,96,16
0,59,31,97,16
0,59,31,103,16
0,59,31,122,16
0,59,31,123,16
0,59,31,124,16
0,59,31,125,16
0,60,10,59,16
0,60,10,61,16
0,60,10,64,16
0,60,10,65,16
0,60,10,93,16
0,60,10,124,16
0,60,16,112,16
0,60,25,121,16
0,60,28,17,16
0,60,28,97,16
0,60,30,58,16
0,60,30,64,17
0,60,30,71,17
0,60,31,1,16
0,60,31,12,16
0,60,31,13,16
0,60,31,16,16
0,60,31,17,16
0,60,31,22,16
0,60,31,23,16
0,60,31,26,16
0,60,31,27,16
0,60,31,39,16
0,60,31,44,16
0,60,31,45,16
0,60,31,48,16
0,60,31,49,16
0,60,31,54,16
0,60,31,58,16
0,60,31,59,16
0,60,31,61,16
0,60,31,63,16
0,60,31,64,16
0,60,31,65,16
0,60,31,76,16
0,60,31,85,16
0,60,31,86,17
0,60,31,90,16
0,60,31,91,17
0,60,31,93,16
0,60,31,95,16
