hours,block,wl,die,vt
4,7,10,45,16
4,7,28,17,16
4,7,31,16,16
4,7,31,17,16
4,7,31,22,16
4,7,31,23,16
4,7,31,32,16
4,7,31,33,16
4,7,31,45,16
4,7,31,48,16
4,7,31,49,16
4,7,31,54,17
4,7,31,58,16
4,7,31,59,16
4,7,31,61,16
4,7,31,64,16
4,7,31,65,16
4,7,31,71,16
4,7,31,76,16
4,7,31,90,16
4,7,31,91,16
4,7,31,92,17
4,7,31,93,16
4,7,31,96,16
4,7,31,97,16
4,7,31,108,17
4,7,31,122,17
4,7,31,123,17
4,7,31,124,16
4,12,38,23,30
4,12,38,54,30
4,12,38,71,30
4,14,31,12,16
4,14,31,16,16
4,14,31,17,16
4,14,31,23,17
4,14,31,33,17
4,14,31,45,17
4,14,31,54,17
4,14,31,58,17
4,14,31,64,16
4,14,31,65,17
4,14,31,71,16
4,14,31,90,17
4,14,31,91,16
4,14,31,97,17
4,14,31,108,17
4,14,31,123,17
4,14,31,124,17
4,17,10,45,16
4,17,31,16,17
4,17,31,17,16
4,17,31,23,16
4,17,31,45,16
4,17,31,54,16
4,17,31,58,16
4,17,31,61,16
4,17,31,64,16
4,17,31,65,17
4,17,31,71,17
4,17,31,76,16
4,17,31,90,17
4,17,31,91,16
4,17,31,93,17
4,17,31,97,16
4,17,31,108,17
4,17,31,123,16
4,17,31,124,16
4,18,10,45,16
4,18,31,16,16
4,18,31,17,16
4,18,31,23,16
4,18,31,33,17
4,18,31,45,17
4,18,31,49,16
4,18,31,54,17
4,18,31,58,16
4,18,31,59,16
4,18,31,64,16
4,18,31,65,17
4,18,31,76,17
4,18,31,90,17
4,18,31,91,16
4,18,31,96,17
4,18,31,97,17
4,18,31,108,16
4,18,31,123,16
4,20,31,16,16
4,20,31,17,16
4,20,31,23,16
4,20,31,33,17
4,20,31,45,17
4,20,31,48,16
4,20,31,49,16
4,20,31,54,17
4,20,31,58,16
4,20,31,59,17
4,20,31,64,16
4,20,31,65,17
4,20,31,71,16
4,20,31,90,17
4,20,31,91,16
4,20,31,92,17
4,20,31,93,17
4,20,31,97,16
4,20,31,108,17
4,20,31,123,16
4,20,31,124,16
4,21,31,12,17
4,21,31,16,16
4,21,31,17,16
4,21,31,23,16
4,21,31,33,16
4,21,31,45,17
4,21,31,49,16
4,21,31,54,17
4,21,31,58,16
4,21,31,59,17
4,21,31,64,16
4,21,31,65,16
4,21,31,71,16
4,21,31,76,16
4,21,31,90,17
4,21,31,91,16
4,21,31,92,16
4,21,31,97,16
4,21,31,108,17
4,21,31,123,16
4,21,31,124,16
4,24,10,45,16
4,24,31,12,17
4,24,31,16,17
4,24,31,17,16
4,24,31,23,16
4,24,31,33,16
4,24,31,45,16
4,24,31,48,16
4,24,31,49,16
4,24,31,58,16
4,24,31,64,16
4,24,31,65,17
4,24,31,76,16
4,24,31,90,16
4,24,31,91,16
4,24,31,92,17
4,24,31,97,17
4,24,31,102,16
4,24,31,108,17
4,24,31,123,16
4,25,10,45,16
4,25,31,12,16
4,25,31,16,16
4,25,31,17,16
4,25,31,23,17
4,25,31,33,17
4,25,31,45,16
4,25,31,54,16
4,25,31,58,16
4,25,31,59,17
4,25,31,64,16
4,25,31,65,16
4,25,31,71,16
4,25,31,76,17
4,25,31,90,17
4,25,31,91,16
4,25,31,92,17
4,25,31,97,16
4,25,31,108,17
4,25,31,123,16
4,25,31,125,17
4,27,10,45,16
4,27,31,12,16
4,27,31,16,16
4,27,31,17,16
4,27,31,23,16
4,27,31,33,16
4,27,31,45,17
4,27,31,48,16
4,27,31,54,17
4,27,31,58,16
4,27,31,59,17
4,27,31,64,16
4,27,31,65,16
4,27,31,71,16
4,27,31,76,16
4,27,31,90,17
4,27,31,91,16
4,27,31,92,17
4,27,31,96,17
4,27,31,97,16
4,27,31,108,16
4,27,31,123,17
4,27,31,124,16
4,30,31,12,17
4,30,31,17,16
4,30,31,33,16
4,30,31,45,17
4,30,31,54,16
4,30,31,58,16
4,30,31,64,17
4,30,31,65,17
4,30,31,76,16
4,30,31,90,16
4,30,31,91,16
4,30,31,93,17
4,30,31,97,16
4,30,31,108,17
4,30,31,122,17
4,30,31,123,16
4,30,31,124,16
4,31,31,16,17
4,31,31,17,16
4,31,31,23,17
4,31,31,33,16
4,31,31,45,17
4,31,31,58,16
4,31,31,59,17
4,31,31,64,16
4,31,31,65,17
4,31,31,71,16
4,31,31,76,17
4,31,31,90,16
4,31,31,91,17
4,31,31,92,16
4,31,31,93,17
4,31,31,96,16
4,31,31,97,17
4,31,31,123,17
4,32,10,45,16
4,32,31,16,17
4,32,31,17,16
4,32,31,33,16
4,32,31,45,16
4,32,31,54,17
4,32,31,64,16
4,32,31,65,16
4,32,31,71,17
4,32,31,90,17
4,32,31,91,16
4,32,31,92,17
4,32,31,93,17
4,32,31,97,16
4,32,31,108,17
4,32,31,123,16
4,33,10,45,16
4,33,31,12,17
4,33,31,16,17
4,33,31,17,16
4,33,31,33,17
4,33,31,45,17
4,33,31,48,17
4,33,31,49,17
4,33,31,64,17
4,33,31,65,16
4,33,31,71,16
4,33,31,76,17
4,33,31,90,17
4,33,31,91,17
4,33,31,96,16
4,33,31,123,16
4,33,31,124,17
4,36,31,16,17
4,36,31,17,17
4,36,31,23,16
4,36,31,33,17
4,36,31,45,16
4,36,31,49,16
4,36,31,54,16
4,36,31,58,16
4,36,31,61,16
4,36,31,64,17
4,36,31,65,16
4,36,31,71,16
4,36,31,76,17
4,36,31,90,17
4,36,31,91,16
4,36,31,97,16
4,36,31,108,16
4,36,31,123,16
4,37,31,12,16
4,37,31,16,17
4,37,31,17,17
4,37,31,23,16
4,37,31,33,16
4,37,31,45,17
4,37,31,48,16
4,37,31,49,16
4,37,31,54,17
4,37,31,61,17
4,37,31,64,16
4,37,31,65,16
4,37,31,90,16
4,37,31,91,16
4,37,31,97,16
4,37,31,108,16
4,37,31,123,16
4,39,10,45,16
4,39,31,1,16
4,39,31,12,17
4,39,31,16,17
4,39,31,17,16
4,39,31,23,17
4,39,31,33,16
4,39,31,39,17
4,39,31,45,17
4,39,31,48,16
4,39,31,49,16
4,39,31,54,17
4,39,31,58,16
4,39,31,61,17
4,39,31,64,16
4,39,31,65,17
4,39,31,71,17
4,39,31,76,16
4,39,31,90,17
4,39,31,91,16
4,39,31,92,17
4,39,31,96,16
4,39,31,97,17
4,39,31,103,17
4,39,31,108,17
4,39,31,123,16
4,39,31,125,16
4,40,31,16,17
4,40,31,17,17
4,40,31,23,16
4,40,31,32,16
4,40,31,33,17
4,40,31,45,17
4,40,31,49,16
4,40,31,54,17
4,40,31,58,16
4,40,31,61,16
4,40,31,64,16
4,40,31,65,16
4,40,31,71,16
4,40,31,76,17
4,40,31,90,16
4,40,31,91,17
4,40,31,92,17
4,40,31,96,16
4,40,31,97,16
4,40,31,108,16
4,40,31,122,16
4,40,31,123,17
4,40,31,124,17
4,40,31,125,17
4,42,10,45,16
4,42,31,12,16
4,42,31,16,16
4,42,31,22,17
4,42,31,23,17
4,42,31,33,16
4,42,31,45,17
4,42,31,48,16
4,42,31,49,16
4,42,31,54,16
4,42,31,59,16
4,42,31,61,17
