hours,block,wl,die,vt
0,140,10,12,16
0,140,10,64,16
0,140,10,90,16
0,140,10,102,16
0,140,25,112,16
0,140,25,121,17
0,140,28,64,16
0,140,28,97,17
0,140,30,71,17
0,140,31,1,16
0,140,31,12,16
0,140,31,13,16
0,140,31,16,16
0,140,31,17,16
0,140,31,22,16
0,140,31,23,16
0,140,31,32,16
0,140,31,33,16
0,140,31,39,16
0,140,31,44,16
0,140,31,45,16
0,140,31,48,16
0,140,31,49,16
0,140,31,53,17
0,140,31,54,16
0,140,31,55,16
0,140,31,58,16
0,140,31,59,16
0,140,31,61,16
0,140,31,63,16
0,140,31,64,17
0,140,31,65,16
0,140,31,71,16
0,140,31,76,16
0,140,31,77,16
0,140,31,90,17
0,140,31,91,16
0,140,31,92,16
0,140,31,93,16
0,140,31,96,17
0,140,31,97,16
0,140,31,100,16
0,140,31,102,17
0,140,31,103,16
0,140,31,108,17
0,140,31,122,16
0,140,31,123,16
0,140,31,124,16
0,140,31,125,17
0,141,10,12,16
0,141,10,45,16
0,141,10,64,16
0,141,10,76,16
0,141,10,108,16
0,141,10,122,16
0,141,10,124,16
0,141,25,121,16
0,141,28,17,16
0,141,28,64,16
0,141,28,97,16
0,141,30,58,17
0,141,30,64,17
0,141,30,71,17
0,141,31,1,16
0,141,31,12,17
0,141,31,13,16
0,141,31,16,16
0,141,31,17,16
0,141,31,21,16
0,141,31,22,16
0,141,31,23,17
0,141,31,26,16
0,141,31,33,16
0,141,31,39,16
0,141,31,44,17
0,141,31,45,16
0,141,31,48,16
0,141,31,49,16
0,141,31,53,16
0,141,31,54,17
0,141,31,55,17
0,141,31,58,16
0,141,31,59,17
0,141,31,61,16
0,141,31,64,16
0,141,31,65,16
0,141,31,71,16
0,141,31,76,17
0,141,31,77,17
0,141,31,86,16
0,141,31,90,16
0,141,31,91,17
0,141,31,92,16
0,141,31,93,16
0,141,31,96,16
0,141,31,97,16
0,141,31,100,16
0,141,31,101,16
0,141,31,102,16
0,141,31,103,16
0,141,31,108,17
0,141,31,122,17
0,141,31,123,16
0,141,31,124,17
0,141,31,125,16
0,143,10,12,16
0,143,10,45,16
0,143,10,59,16
0,143,10,64,16
0,143,10,65,16
0,143,10,102,16
0,143,10,108,16
0,143,10,122,16
0,143,10,123,16
0,143,10,124,16
0,143,25,112,16
0,143,25,121,16
0,143,28,17,17
0,143,28,45,16
0,143,28,96,16
0,143,28,97,16
0,143,30,58,17
0,143,30,71,17
0,143,31,1,16
0,143,31,12,16
0,143,31,13,16
0,143,31,16,16
0,143,31,17,16
0,143,31,22,16
0,143,31,23,17
0,143,31,26,17
0,143,31,32,16
0,143,31,33,17
0,143,31,39,16
0,143,31,44,16
0,143,31,45,17
0,143,31,48,16
0,143,31,49,16
0,143,31,53,16
0,143,31,54,17
0,143,31,55,16
0,143,31,58,16
0,143,31,59,16
