hours,block,wl,die,vt
18,7,10,45,16
18,7,31,12,17
18,7,31,16,17
18,7,31,17,17
18,7,31,23,16
18,7,31,33,16
18,7,31,45,17
18,7,31,49,17
18,7,31,58,16
18,7,31,59,17
18,7,31,61,17
18,7,31,64,17
18,7,31,65,17
18,7,31,76,17
18,7,31,90,17
18,7,31,91,16
18,7,31,96,17
18,7,31,97,16
18,7,31,108,17
18,7,31,122,17
18,7,31,123,17
18,7,31,124,17
18,12,36,2,31
18,12,36,3,31
18,12,36,7,31
18,12,36,10,31
18,12,36,11,31
18,12,36,13,31
18,12,36,15,31
18,12,36,18,31
18,12,36,19,30
18,12,36,22,31
18,12,36,23,31
18,12,36,24,31
18,12,36,25,30
18,12,36,26,31
18,12,36,27,31
18,12,36,29,31
18,12,36,38,30
18,12,36,39,31
18,12,36,42,31
18,12,36,43,31
18,12,36,44,31
18,12,36,46,31
18,12,36,47,31
18,12,36,50,31
18,12,36,51,31
18,12,36,54,31
18,12,36,55,31
18,12,36,57,31
18,12,36,58,31
18,12,36,59,31
18,12,36,61,31
18,12,36,64,31
18,12,36,66,31
18,12,36,67,31
18,12,36,70,31
18,12,36,71,31
18,12,36,74,30
18,12,36,75,31
18,12,36,77,31
18,12,36,79,31
18,12,36,83,31
18,12,36,86,31
18,12,36,87,31
18,12,36,89,31
18,12,36,90,31
18,12,36,91,31
18,12,36,94,30
18,12,36,95,31
18,12,36,96,31
18,12,36,97,30
18,12,36,98,31
18,12,36,99,31
18,12,36,102,31
18,12,36,104,30
18,12,36,107,31
18,12,36,114,31
18,12,36,119,30
18,12,36,121,31
18,12,36,122,31
18,12,36,124,31
18,12,36,125,31
18,12,36,127,31
18,12,38,0,30
18,12,38,1,30
18,12,38,2,30
18,12,38,3,30
18,12,38,4,30
18,12,38,5,30
18,12,38,6,30
18,12,38,7,30
18,12,38,8,30
18,12,38,9,30
18,12,38,10,30
18,12,38,11,30
18,12,38,12,30
18,12,38,13,30
18,12,38,14,30
18,12,38,15,30
18,12,38,16,30
18,12,38,17,30
18,12,38,18,30
18,12,38,19,30
18,12,38,20,30
18,12,38,21,30
18,12,38,22,30
18,12,38,23,30
18,12,38,24,30
18,12,38,25,30
18,12,38,26,30
18,12,38,27,30
18,12,38,28,30
18,12,38,29,30
18,12,38,30,30
18,12,38,31,30
18,12,38,32,30
18,12,38,33,30
18,12,38,34,30
18,12,38,35,30
18,12,38,36,30
18,12,38,37,30
18,12,38,38,30
18,12,38,39,30
18,12,38,40,30
18,12,38,41,30
18,12,38,42,30
18,12,38,43,30
18,12,38,44,30
18,12,38,45,30
18,12,38,46,30
18,12,38,47,30
18,12,38,48,30
18,12,38,49,30
18,12,38,50,30
18,12,38,51,30
18,12,38,52,30
18,12,38,53,30
18,12,38,54,30
18,12,38,55,30
18,12,38,56,30
18,12,38,57,30
18,12,38,58,30
18,12,38,59,30
18,12,38,60,30
18,12,38,61,30
18,12,38,62,30
18,12,38,63,30
18,12,38,64,30
18,12,38,65,30
18,12,38,66,30
18,12,38,67,30
18,12,38,68,30
18,12,38,69,30
18,12,38,70,30
18,12,38,71,30
18,12,38,72,30
18,12,38,73,30
18,12,38,74,30
18,12,38,75,30
18,12,38,76,30
18,12,38,77,30
18,12,38,78,30
18,12,38,79,30
18,12,38,80,30
18,12,38,81,30
18,12,38,82,30
18,12,38,83,30
18,12,38,84,30
18,12,38,85,30
18,12,38,86,30
18,12,38,87,30
18,12,38,88,30
18,12,38,89,30
18,12,38,90,30
18,12,38,91,30
18,12,38,92,30
18,12,38,93,30
18,12,38,94,30
18,12,38,95,30
18,12,38,96,30
18,12,38,97,30
18,12,38,98,30
18,12,38,99,30
18,12,38,100,30
18,12,38,101,30
18,12,38,102,30
18,12,38,103,30
18,12,38,104,30
18,12,38,105,30
18,12,38,106,30
18,12,38,107,30
18,12,38,108,30
18,12,38,109,30
18,12,38,110,30
18,12,38,111,30
18,12,38,112,30
18,12,38,113,30
18,12,38,114,30
18,12,38,115,30
18,12,38,116,30
18,12,38,117,30
18,12,38,118,30
18,12,38,119,30
18,12,38,120,30
18,12,38,121,30
18,12,38,122,30
18,12,38,123,30
18,12,38,124,30
18,12,38,125,30
18,12,38,126,30
18,12,38,127,30
18,14,31,16,17
18,14,31,17,16
18,14,31,23,17
18,14,31,33,17
18,14,31,49,16
18,14,31,58,16
18,14,31,65,16
18,14,31,90,17
18,14,31,91,16
18,14,31,97,16
18,14,31,108,17
18,14,31,123,16
18,17,31,16,17
18,17,31,17,17
18,17,31,45,17
18,17,31,54,17
18,17,31,58,16
18,17,31,64,16
18,17,31,65,17
18,17,31,71,17
18,17,31,76,17
18,17,31,90,17
18,17,31,91,16
18,17,31,97,16
18,17,31,108,17
18,17,31,123,17
18,17,31,124,17
18,18,31,16,17
18,18,31,17,16
18,18,31,23,17
18,18,31,33,17
18,18,31,45,17
18,18,31,54,17
18,18,31,58,17
18,18,31,59,17
18,18,31,64,16
18,18,31,65,17
18,18,31,90,17
18,18,31,91,17
18,18,31,96,17
18,18,31,97,16
18,18,31,108,17
18,18,31,123,17
18,20,31,16,17
18,20,31,17,17
18,20,31,33,16
18,20,31,45,16
18,20,31,48,17
18,20,31,54,17
18,20,31,64,16
18,20,31,65,17
18,20,31,90,17
18,20,31,91,16
18,20,31,97,17
18,20,31,108,17
18,20,31,123,17
18,20,31,124,17
18,21,31,12,17
18,21,31,16,17
18,21,31,17,16
18,21,31,23,17
18,21,31,33,17
18,21,31,45,17
18,21,31,49,16
18,21,31,54,17
18,21,31,58,16
18,21,31,59,17
18,21,31,64,17
18,21,31,65,17
18,21,31,71,17
18,21,31,76,17
18,21,31,90,16
18,21,31,91,17
18,21,31,123,17
18,21,31,124,17
18,24,31,12,17
18,24,31,16,17
18,24,31,17,17
18,24,31,23,16
18,24,31,33,16
18,24,31,49,17
18,24,31,58,16
18,24,31,64,17
18,24,31,65,17
18,24,31,76,17
18,24,31,91,16
18,24,31,97,17
18,24,31,108,17
18,24,31,123,16
18,25,31,12,17
18,25,31,16,17
18,25,31,17,17
18,25,31,23,17
18,25,31,33,16
18,25,31,45,17
18,25,31,54,17
18,25,31,58,17
18,25,31,59,17
18,25,31,61,17
18,25,31,64,16
18,25,31,65,17
18,25,31,71,17
18,25,31,90,17
18,25,31,91,17
18,25,31,92,16
18,25,31,97,17
18,25,31,108,17
18,25,31,123,17
18,27,31,16,16
18,27,31,17,17
18,27,31,33,17
18,27,31,45,17
18,27,31,54,17
18,27,31,58,16
18,27,31,59,17
18,27,31,64,17
18,27,31,65,17
18,27,31,90,17
18,27,31,91,17
18,27,31,92,17
18,27,31,96,17
18,27,31,97,16
18,27,31,108,16
18,27,31,123,17
18,29,31,58,16
18,30,31,16,16
18,30,31,17,17
18,30,31,33,16
18,30,31,45,17
18,30,31,54,17
18,30,31,58,16
18,30,31,64,16
18,30,31,65,17
18,30,31,90,17
18,30,31,91,17
18,30,31,97,16
18,30,31,108,17
18,30,31,122,17
18,30,31,123,17
18,30,31,124,16
18,31,31,16,16
18,31,31,17,16
18,31,31,23,17
18,31,31,33,17
18,31,31,58,16
18,31,31,59,17
18,31,31,64,16
18,31,31,65,17
18,31,31,76,17
18,31,31,90,17
18,31,31,91,16
18,31,31,92,17
18,31,31,93,17
18,31,31,97,16
18,31,31,123,17
18,32,31,16,17
18,32,31,17,16
18,32,31,33,17
18,32,31,45,17
18,32,31,58,16
18,32,31,64,17
18,32,31,65,16
18,32,31,71,16
18,32,31,90,17
18,32,31,91,16
18,32,31,97,17
18,32,31,108,17
18,32,31,123,17
18,33,31,16,17
18,33,31,17,16
18,33,31,33,16
18,33,31,45,17
18,33,31,58,16
18,33,31,64,16
18,33,31,65,17
18,33,31,90,17
18,33,31,91,17
18,33,31,96,17
18,33,31,97,17
18,33,31,123,17
18,36,31,16,17
18,36,31,17,17
18,36,31,33,17
18,36,31,45,17
18,36,31,54,17
18,36,31,58,16
18,36,31,64,17
18,36,31,71,16
18,36,31,91,17
18,36,31,97,17
18,36,31,108,16
18,36,31,123,17
18,37,31,12,17
18,37,31,16,17
18,37,31,17,17
18,37,31,23,17
18,37,31,33,16
18,37,31,45,17
18,37,31,49,16
18,37,31,54,17
18,37,31,58,16
18,37,31,64,17
18,37,31,65,17
18,37,31,90,17
18,37,31,91,17
18,37,31,97,17
18,37,31,108,17
18,37,31,123,17
18,39,31,16,17
18,39,31,17,17
18,39,31,33,16
18,39,31,45,17
18,39,31,49,16
18,39,31,54,17
18,39,31,58,16
18,39,31,64,16
18,39,31,65,17
18,39,31,71,17
18,39,31,76,16
18,39,31,90,17
18,39,31,91,16
18,39,31,92,17
18,39,31,97,16
18,39,31,103,17
18,39,31,108,17
18,39,31,123,17
18,40,31,16,16
18,40,31,17,17
18,40,31,23,16
18,40,31,33,16
18,40,31,45,17
18,40,31,49,16
18,40,31,54,17
18,40,31,58,16
18,40,31,64,16
18,40,31,65,17
18,40,31,71,17
18,40,31,90,17
18,40,31,91,16
18,40,31,96,17
18,40,31,97,17
18,40,31,108,17
18,40,31,122,17
18,40,31,123,17
18,42,31,12,17
18,42,31,16,17
18,42,31,17,16
18,42,31,33,17
18,42,31,45,16
18,42,31,48,17
18,42,31,49,17
18,42,31,54,16
18,42,31,58,16
18,42,31,59,17
18,42,31,64,17
18,42,31,65,16
18,42,31,76,16
18,42,31,90,17
18,42,31,91,16
18,42,31,93,17
18,42,31,97,17
18,42,31,108,17
18,42,31,123,17
18,42,31,124,17
18,44,31,16,17
18,44,31,17,16
18,44,31,23,17
18,44,31,33,17
18,44,31,45,17
18,44,31,49,17
18,44,31,54,17
18,44,31,58,16
18,44,31,59,17
18,44,31,64,16
18,44,31,65,17
18,44,31,71,16
18,44,31,76,17
18,44,31,90,17
18,44,31,91,16
18,44,31,93,16
18,44,31,96,17
18,44,31,97,16
18,44,31,108,17
18,44,31,122,17
18,44,31,123,16
18,44,31,124,16
18,48,31,58,16
18,57,31,17,16
18,62,31,58,16
18,75,31,58,16
18,76,31,58,17
18,88,31,58,16
18,105,31,58,16
18,109,31,58,16
18,120,31,58,17
18,122,31,58,16
18,124,31,58,16
18,127,31,58,16
18,136,31,58,16
18,137,31,58,16
18,138,31,58,16
18,140,31,58,16
18,141,31,58,16
18,141,31,91,16
18,142,31,58,16
18,143,31,91,17
18,150,31,58,16
18,151,31,58,16
18,153,31,58,16
18,155,31,58,16
18,166,31,58,16
18,167,31,58,16
18,171,31,58,16
18,172,31,58,16
18,173,31,58,16
18,175,31,58,16
18,176,31,16,17
18,176,31,17,16
18,176,31,58,16
18,176,31,59,17
18,176,31,90,17
18,176,31,91,17
18,176,31,97,16
18,176,31,123,17
18,186,31,58,16
18,187,31,58,16
18,188,31,16,17
18,188,31,17,17
18,188,31,33,16
18,188,31,45,17
18,188,31,54,16
18,188,31,58,17
18,188,31,59,17
18,188,31,64,17
18,188,31,71,17
18,188,31,90,17
18,188,31,91,16
18,188,31,96,17
18,188,31,97,16
18,188,31,108,17
18,188,31,123,17
18,188,31,124,17
18,200,31,58,16
18,201,31,58,16
18,206,31,58,16
18,210,31,58,16
18,216,31,16,17
18,216,31,17,17
18,216,31,23,16
18,216,31,54,17
18,216,31,58,16
18,216,31,59,17
18,216,31,64,17
18,216,31,65,16
18,216,31,71,17
18,216,31,90,17
18,216,31,91,17
18,216,31,97,17
18,216,31,123,17
18,219,31,58,16
18,222,31,16,17
18,222,31,17,17
18,222,31,33,16
18,222,31,54,17
18,222,31,58,16
18,222,31,59,17
18,222,31,64,17
18,222,31,71,16
18,222,31,90,17
18,222,31,91,17
18,222,31,97,16
18,222,31,123,17
18,223,31,16,17
18,223,31,23,16
18,223,31,54,17
18,223,31,58,16
18,223,31,59,17
18,223,31,71,17
18,223,31,91,16
18,223,31,97,16
18,223,31,123,17
18,226,31,58,16
18,229,31,58,16
18,230,31,16,17
18,230,31,17,17
18,230,31,45,16
18,230,31,58,16
18,230,31,91,17
18,230,31,97,17
18,230,31,123,17
18,231,31,16,17
18,231,31,17,16
18,231,31,23,17
18,231,31,58,16
18,231,31,59,17
18,231,31,90,17
18,231,31,91,16
18,231,31,97,16
18,234,31,58,16
18,237,31,58,16
18,239,31,16,17
18,239,31,17,16
18,239,31,23,17
18,239,31,58,16
18,239,31,64,17
18,239,31,90,17
18,239,31,91,17
18,239,31,92,17
18,239,31,97,16
18,239,31,108,17
18,245,31,58,16
18,247,31,17,16
18,247,31,58,16
18,247,31,91,17
18,247,31,123,16
18,251,31,58,16
18,253,31,58,16
18,255,31,71,17
18,257,31,17,16
18,257,31,23,17
18,257,31,45,17
18,257,31,54,17
18,257,31,58,16
18,257,31,91,17
18,257,31,97,16
18,264,31,17,17
18,264,31,58,16
18,264,31,90,17
18,264,31,91,16
18,264,31,123,17
18,266,31,58,16
18,267,31,58,16
