hours,block,wl,die,vt
4,8,38,0,30
4,8,38,1,30
4,8,38,2,30
4,8,38,3,30
4,8,38,4,30
4,8,38,5,30
4,8,38,6,30
4,8,38,7,30
4,8,38,8,30
4,8,38,9,30
4,8,38,10,30
4,8,38,11,30
4,8,38,12,30
4,8,38,13,30
4,8,38,14,30
4,8,38,15,30
4,8,38,16,30
4,8,38,17,30
4,8,38,18,30
4,8,38,19,30
4,8,38,20,30
4,8,38,21,30
4,8,38,22,30
4,8,38,23,30
4,8,38,24,30
4,8,38,25,30
4,8,38,26,30
4,8,38,27,30
4,8,38,28,30
4,8,38,29,30
4,8,38,30,30
4,8,38,31,30
4,8,38,32,30
4,8,38,33,30
4,8,38,34,30
4,8,38,35,30
4,8,38,36,30
4,8,38,37,30
4,8,38,38,30
4,8,38,39,30
4,8,38,40,30
4,8,38,41,30
4,8,38,42,30
4,8,38,43,30
4,8,38,44,30
4,8,38,45,30
4,8,38,46,30
4,8,38,47,30
4,8,38,48,30
4,8,38,49,30
4,8,38,50,30
4,8,38,51,30
4,8,38,52,30
4,8,38,53,30
4,8,38,54,30
4,8,38,55,30
4,8,38,56,30
4,8,38,57,30
4,8,38,58,30
4,8,38,59,30
4,8,38,60,30
4,8,38,61,30
4,8,38,62,30
4,8,38,63,30
4,8,38,64,30
4,8,38,65,30
4,8,38,66,30
4,8,38,67,30
4,8,38,68,30
4,8,38,69,30
4,8,38,70,30
4,8,38,71,30
4,8,38,72,30
4,8,38,73,30
4,8,38,74,30
4,8,38,75,30
4,8,38,76,30
4,8,38,77,30
4,8,38,78,30
4,8,38,79,30
4,8,38,80,30
4,8,38,81,30
4,8,38,82,30
4,8,38,83,30
4,8,38,84,30
4,8,38,85,30
4,8,38,86,30
4,8,38,87,30
4,8,38,88,30
4,8,38,89,30
4,8,38,90,30
4,8,38,91,30
4,8,38,92,30
4,8,38,93,30
4,8,38,94,30
4,8,38,95,30
4,8,38,96,30
4,8,38,97,30
4,8,38,98,30
4,8,38,99,30
4,8,38,100,30
4,8,38,101,30
4,8,38,102,30
4,8,38,103,30
4,8,38,104,30
4,8,38,105,30
4,8,38,106,30
4,8,38,107,30
4,8,38,108,30
4,8,38,109,30
4,8,38,110,30
4,8,38,111,30
4,8,38,112,30
4,8,38,113,30
4,8,38,114,30
4,8,38,115,30
4,8,38,116,30
4,8,38,117,30
4,8,38,118,30
4,8,38,119,30
4,8,38,120,30
4,8,38,121,30
4,8,38,122,30
4,8,38,123,30
4,8,38,124,30
4,8,38,125,30
4,8,38,126,30
4,8,38,127,30
4,58,10,33,16
4,58,10,45,16
4,58,10,59,16
4,58,10,64,16
4,58,10,76,16
4,58,10,91,16
