hours,block,wl,die,vt
13,9,31,58,16
13,12,10,45,16
13,12,36,2,31
13,12,36,3,31
13,12,36,7,31
13,12,36,10,31
13,12,36,11,31
13,12,36,13,31
13,12,36,15,31
13,12,36,18,31
13,12,36,19,30
13,12,36,22,31
13,12,36,23,31
13,12,36,24,31
13,12,36,25,30
13,12,36,26,31
13,12,36,27,31
13,12,36,29,31
13,12,36,38,30
13,12,36,39,31
13,12,36,42,31
13,12,36,43,31
13,12,36,44,31
13,12,36,46,31
13,12,36,47,31
13,12,36,50,31
13,12,36,51,31
13,12,36,54,31
13,12,36,55,31
13,12,36,57,31
13,12,36,58,31
13,12,36,59,31
13,12,36,61,31
13,12,36,64,31
13,12,36,66,31
13,12,36,67,31
13,12,36,70,31
13,12,36,71,31
13,12,36,74,30
13,12,36,75,31
13,12,36,77,31
13,12,36,79,31
13,12,36,83,31
13,12,36,86,31
13,12,36,87,31
13,12,36,89,31
13,12,36,90,31
13,12,36,91,31
13,12,36,94,30
13,12,36,95,31
13,12,36,96,31
13,12,36,97,30
13,12,36,98,31
13,12,36,99,31
13,12,36,102,31
13,12,36,104,30
13,12,36,107,31
13,12,36,114,31
13,12,36,119,30
13,12,36,121,31
13,12,36,122,31
13,12,36,124,31
13,12,36,125,31
13,12,36,127,31
13,12,38,0,30
13,12,38,1,30
13,12,38,2,30
13,12,38,3,30
13,12,38,4,30
13,12,38,5,30
13,12,38,6,30
13,12,38,7,30
13,12,38,8,30
13,12,38,9,30
13,12,38,10,30
13,12,38,11,30
13,12,38,12,30
13,12,38,13,30
13,12,38,14,30
13,12,38,15,30
13,12,38,16,30
13,12,38,17,30
13,12,38,18,30
13,12,38,19,30
13,12,38,20,30
13,12,38,21,30
13,12,38,22,30
13,12,38,23,30
13,12,38,24,30
13,12,38,25,30
13,12,38,26,30
13,12,38,27,30
13,12,38,28,30
13,12,38,29,30
13,12,38,30,30
13,12,38,31,30
13,12,38,32,30
13,12,38,33,30
13,12,38,34,30
13,12,38,35,30
13,12,38,36,30
13,12,38,37,30
13,12,38,38,30
13,12,38,39,30
13,12,38,40,30
13,12,38,41,30
13,12,38,42,30
13,12,38,43,30
13,12,38,44,30
13,12,38,45,30
13,12,38,46,30
13,12,38,47,30
13,12,38,48,30
13,12,38,49,30
13,12,38,50,30
13,12,38,51,30
13,12,38,52,30
13,12,38,53,30
13,12,38,54,30
13,12,38,55,30
13,12,38,56,30
13,12,38,57,30
13,12,38,58,30
13,12,38,59,30
13,12,38,60,30
13,12,38,61,30
13,12,38,62,30
13,12,38,63,30
13,12,38,64,30
13,12,38,65,30
13,12,38,66,30
13,12,38,67,30
13,12,38,68,30
13,12,38,69,30
13,12,38,70,30
13,12,38,71,30
13,12,38,72,30
13,12,38,73,30
13,12,38,74,30
13,12,38,75,30
13,12,38,76,30
13,12,38,77,30
13,12,38,78,30
13,12,38,79,30
13,12,38,80,30
13,12,38,81,30
13,12,38,82,30
13,12,38,83,30
13,12,38,84,30
13,12,38,85,30
13,12,38,86,30
13,12,38,87,30
13,12,38,88,30
13,12,38,89,30
13,12,38,90,30
13,12,38,91,30
13,12,38,92,30
13,12,38,93,30
13,12,38,94,30
13,12,38,95,30
13,12,38,96,30
13,12,38,97,30
13,12,38,98,30
13,12,38,99,30
13,12,38,100,30
13,12,38,101,30
13,12,38,102,30
13,12,38,103,30
13,12,38,104,30
13,12,38,105,30
13,12,38,106,30
13,12,38,107,30
13,12,38,108,30
13,12,38,109,30
13,12,38,110,30
13,12,38,111,30
13,12,38,112,30
13,12,38,113,30
13,12,38,114,30
13,12,38,115,30
13,12,38,116,30
13,12,38,117,30
13,12,38,118,30
13,12,38,119,30
13,12,38,120,30
13,12,38,121,30
13,12,38,122,30
13,12,38,123,30
13,12,38,124,30
13,12,38,125,30
13,12,38,126,30
13,12,38,127,30
13,27,31,58,16
13,32,31,58,16
13,40,31,58,16
13,50,31,58,16
13,51,31,58,16
13,54,31,58,16
13,58,31,58,16
13,60,31,58,16
13,61,31,58,16
13,62,31,58,16
13,65,31,58,16
13,66,31,58,16
13,79,31,58,16
13,86,31,58,16
13,100,31,58,16
13,123,31,58,16
13,127,31,58,16
13,156,31,58,16
13,159,31,17,16
13,159,31,58,16
13,168,31,58,16
13,170,31,58,16
13,175,31,58,16
13,179,31,58,16
13,184,31,58,16
13,217,31,17,16
13,217,31,58,16
13,218,31,58,16
13,219,38,8,30
13,219,38,9,30
13,219,38,15,30
13,219,38,16,30
13,219,38,24,30
13,219,38,32,30
13,219,38,41,30
13,219,38,56,30
13,219,38,57,30
13,219,38,61,30
13,219,38,63,30
13,219,38,73,30
13,219,38,104,30
13,219,38,111,30
13,219,38,119,30
13,219,38,120,30
13,219,38,121,30
13,219,38,124,30
13,242,31,58,16
13,252,10,45,16
13,252,31,16,17
13,252,31,17,16
13,252,31,23,16
13,252,31,33,16
13,252,31,54,16
13,252,31,58,16
13,252,31,59,17
13,252,31,64,16
13,252,31,65,16
13,252,31,71,16
13,252,31,76,17
13,252,31,90,17
13,252,31,91,16
13,252,31,97,16
13,252,31,108,17
13,252,31,122,16
13,252,31,123,16
13,253,10,45,16
13,253,31,16,16
13,253,31,17,16
13,253,31,23,16
13,253,31,33,16
13,253,31,45,17
13,253,31,49,16
13,253,31,58,16
13,253,31,59,17
13,253,31,64,17
13,253,31,71,17
13,253,31,90,17
13,253,31,91,16
13,253,31,97,16
13,253,31,123,16
